item_id,work_package_id,wave,requirement_id,feature_group_id,title,implementation_action,owning_module,primary_layer,priority,scope_bucket,dependencies,acceptance_criteria,test_ids,qa_suite_id,source,feature_flag,external_gate,done_condition,implementation_status
IMP-118,WP07,3,PRD-STR-006,FG-GAME,Working milestone baseline: days 5/10/20/40/80/160 → Evolution XP +5/+10/+20/+40/+80/+150.,Implement the smallest owning-module slice that satisfies: Working milestone baseline: days 5/10/20/40/80/160 → Evolution XP +5/+10/+20/+40/+80/+150.,game-engine/progression,backend,P0,MVP_IN,WP02;WP06,Working milestone baseline: days 5/10/20/40/80/160 → Evolution XP +5/+10/+20/+40/+80/+150.,REQT-PRD-STR-006,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §10.1,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-STR-006` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-119,WP07,3,PRD-EVO-001,FG-GAME,Evolution XP is irreversible lifetime progress and never decreases.,Implement the smallest owning-module slice that satisfies: Evolution XP is irreversible lifetime progress and never decreases.,game-engine/progression,backend,P0,MVP_IN,WP02;WP06,Evolution XP is irreversible lifetime progress and never decreases.,REQT-PRD-EVO-001,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §11.1,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-EVO-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-120,WP07,3,PRD-EVO-002,FG-GAME,"HP decline, Coma and annual leaderboard reset do not reduce Evolution XP or evolution stage.","Implement the smallest owning-module slice that satisfies: HP decline, Coma and annual leaderboard reset do not reduce Evolution XP or evolution stage.",game-engine/progression,backend,P0,MVP_IN,WP02;WP06,"HP decline, Coma and annual leaderboard reset do not reduce Evolution XP or evolution stage.",REQT-PRD-EVO-002,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §11.1,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-EVO-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-121,WP07,3,PRD-EVO-003,FG-GAME,Evolution XP = Lifetime Task Score + Goal XP + Streak Milestone XP + Achievement XP.,Implement the smallest owning-module slice that satisfies: Evolution XP = Lifetime Task Score + Goal XP + Streak Milestone XP + Achievement XP.,game-engine/progression,backend,P0,MVP_IN,WP02;WP06,Evolution XP = Lifetime Task Score + Goal XP + Streak Milestone XP + Achievement XP.,REQT-PRD-EVO-003,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §11.2,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-EVO-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-122,WP07,3,PRD-EVO-004,FG-GAME,Task Score converts to Evolution XP 1:1.,Implement the smallest owning-module slice that satisfies: Task Score converts to Evolution XP 1:1.,game-engine/progression,backend,P0,MVP_IN,WP02;WP06,Task Score converts to Evolution XP 1:1.,REQT-PRD-EVO-004,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §11.2,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-EVO-004` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-123,WP07,3,PRD-EVO-005,FG-GAME,"Working evolution threshold baseline is E1=0, E2=250, E3=750, E4=2000, E5=5000 XP.","Implement the smallest owning-module slice that satisfies: Working evolution threshold baseline is E1=0, E2=250, E3=750, E4=2000, E5=5000 XP.",game-engine/progression,backend,P0,MVP_IN,WP02;WP06,"Working evolution threshold baseline is E1=0, E2=250, E3=750, E4=2000, E5=5000 XP.",REQT-PRD-EVO-005,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §11.3,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-EVO-005` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-124,WP07,3,PRD-EVO-006,FG-GAME,Evolution stage names/thresholds are balance/content parameters requiring simulation before production freeze; current v,Implement the smallest owning-module slice that satisfies: Evolution stage names/thresholds are balance/content parameters requiring simulation before production freeze; current values remain baseline until explicitly changed.,game-engine/progression,backend,P0,MVP_IN,WP02;WP06,Evolution stage names/thresholds are balance/content parameters requiring simulation before production freeze; current values remain baseline until explicitly changed.,REQT-PRD-EVO-006,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §11.3,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-EVO-006` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-125,WP07,3,PRD-EVO-007,FG-GAME,"Evolution branch mechanics remain part of product logic, while final branch-specific visual art is not production-frozen","Implement the smallest owning-module slice that satisfies: Evolution branch mechanics remain part of product logic, while final branch-specific visual art is not production-frozen.",game-engine/progression,backend,P0_BASELINE_DEFERRED_FREEZE,MVP_IN_BASELINE_WITH_DEFERRED_FREEZE,WP02;WP06,"Evolution branch mechanics remain part of product logic, while final branch-specific visual art is not production-frozen.",REQT-PRD-EVO-007,QA-S04,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/OPEN_DECISIONS_FINAL.md :: §11,asset.evolutionBranchArtAvailable,FINAL_FREEZE_TUNING_OR_CURRENT_BASELINE,Owning code/config is implemented; `REQT-PRD-EVO-007` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. Current safe baseline/fallback is complete; any final numeric/art freeze remains separately visible rather than guessed.,NOT_STARTED
IMP-126,WP08,4,PRD-GOAL-001,FG-GOALS,Monthly Goal setup is mandatory when the monthly setup gate is active and blocks main-interface entry until complete.,Implement the smallest owning-module slice that satisfies: Monthly Goal setup is mandatory when the monthly setup gate is active and blocks main-interface entry until complete.,goals,backend,P0,MVP_IN,WP02;WP06;WP07,Monthly Goal setup is mandatory when the monthly setup gate is active and blocks main-interface entry until complete.,REQT-PRD-GOAL-001,QA-S05,TZ_AI_Tamagotchi_v1.0 (1).docx :: §12.1,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-GOAL-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-127,WP08,4,PRD-GOAL-002,FG-GOALS,System generates exactly five personalized measurable goal options; employee selects two.,Implement the smallest owning-module slice that satisfies: System generates exactly five personalized measurable goal options; employee selects two.,goals,backend,P0,MVP_IN,WP02;WP06;WP07,System generates exactly five personalized measurable goal options; employee selects two.,REQT-PRD-GOAL-002,QA-S05,TZ_AI_Tamagotchi_v1.0 (1).docx :: §12.1,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-GOAL-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-128,WP08,4,PRD-GOAL-003,FG-GOALS,System assigns the third goal automatically; it cannot be replaced or rejected.,Implement the smallest owning-module slice that satisfies: System assigns the third goal automatically; it cannot be replaced or rejected.,goals,backend,P0,MVP_IN,WP02;WP06;WP07,System assigns the third goal automatically; it cannot be replaced or rejected.,REQT-PRD-GOAL-003,QA-S05,TZ_AI_Tamagotchi_v1.0 (1).docx :: §12.1,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-GOAL-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-129,WP08,4,PRD-GOAL-004,FG-GOALS,Personalization uses employee history; for a new employee only available context/universal assumptions may be used witho,Implement the smallest owning-module slice that satisfies: Personalization uses employee history; for a new employee only available context/universal assumptions may be used without inventing experience.,goals,backend,P0,MVP_IN,WP02;WP06;WP07,Personalization uses employee history; for a new employee only available context/universal assumptions may be used without inventing experience.,REQT-PRD-GOAL-004,QA-S05,TZ_AI_Tamagotchi_v1.0 (1).docx :: §12.1,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-GOAL-004` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-130,WP08,4,PRD-GOAL-005,FG-GOALS,First authorization mid-month triggers immediate goal setup without proration.,Implement the smallest owning-module slice that satisfies: First authorization mid-month triggers immediate goal setup without proration.,goals,backend,P0,MVP_IN,WP02;WP06;WP07,First authorization mid-month triggers immediate goal setup without proration.,REQT-PRD-GOAL-005,QA-S05,TZ_AI_Tamagotchi_v1.0 (1).docx :: §12.1,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-GOAL-005` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-131,WP08,4,PRD-GOAL-006,FG-GOALS,Each human-readable goal has a machine-readable rule executable by backend logic.,Implement the smallest owning-module slice that satisfies: Each human-readable goal has a machine-readable rule executable by backend logic.,goals,backend,P0,MVP_IN,WP02;WP06;WP07,Each human-readable goal has a machine-readable rule executable by backend logic.,REQT-PRD-GOAL-006,QA-S05,TZ_AI_Tamagotchi_v1.0 (1).docx :: §12.2,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-GOAL-006` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-132,WP08,4,PRD-GOAL-007,FG-GOALS,The system is not required to explain why the mandatory third goal was assigned.,Implement the smallest owning-module slice that satisfies: The system is not required to explain why the mandatory third goal was assigned.,goals,backend,P0,MVP_IN,WP02;WP06;WP07,The system is not required to explain why the mandatory third goal was assigned.,REQT-PRD-GOAL-007,QA-S05,TZ_AI_Tamagotchi_v1.0 (1).docx :: §12.2,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-GOAL-007` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-133,WP08,4,PRD-GOAL-008,FG-GOALS,Each new task is automatically matched against active goals; one task may advance multiple goals.,Implement the smallest owning-module slice that satisfies: Each new task is automatically matched against active goals; one task may advance multiple goals.,goals,backend,P0,MVP_IN,WP02;WP06;WP07,Each new task is automatically matched against active goals; one task may advance multiple goals.,REQT-PRD-GOAL-008,QA-S05,TZ_AI_Tamagotchi_v1.0 (1).docx :: §12.3,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-GOAL-008` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-134,WP08,4,PRD-GOAL-009,FG-GOALS,Goal progress updates in real time and reaching target immediately marks the goal complete.,Implement the smallest owning-module slice that satisfies: Goal progress updates in real time and reaching target immediately marks the goal complete.,goals,backend,P0,MVP_IN,WP02;WP06;WP07,Goal progress updates in real time and reaching target immediately marks the goal complete.,REQT-PRD-GOAL-009,QA-S05,TZ_AI_Tamagotchi_v1.0 (1).docx :: §12.3,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-GOAL-009` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-135,WP08,4,PRD-GOAL-010,FG-GOALS,Overachievement provides no additional goal bonus.,Implement the smallest owning-module slice that satisfies: Overachievement provides no additional goal bonus.,goals,backend,P0,MVP_IN,WP02;WP06;WP07,Overachievement provides no additional goal bonus.,REQT-PRD-GOAL-010,QA-S05,TZ_AI_Tamagotchi_v1.0 (1).docx :: §12.3,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-GOAL-010` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-136,WP08,4,PRD-GOAL-011,FG-GOALS,"Vacation does not reduce goal thresholds, extend the period or penalize failure.","Implement the smallest owning-module slice that satisfies: Vacation does not reduce goal thresholds, extend the period or penalize failure.",goals,backend,P0,MVP_IN,WP02;WP06;WP07,"Vacation does not reduce goal thresholds, extend the period or penalize failure.",REQT-PRD-GOAL-011,QA-S05,TZ_AI_Tamagotchi_v1.0 (1).docx :: §12.3,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-GOAL-011` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-137,WP08,4,PRD-GOAL-012,FG-GOALS,Previous month closes on the first working day of the new month; bonuses and Monthly Recap are generated then.,Implement the smallest owning-module slice that satisfies: Previous month closes on the first working day of the new month; bonuses and Monthly Recap are generated then.,goals,backend,P0,MVP_IN,WP02;WP06;WP07,Previous month closes on the first working day of the new month; bonuses and Monthly Recap are generated then.,REQT-PRD-GOAL-012,QA-S05,TZ_AI_Tamagotchi_v1.0 (1).docx :: §12.4,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-GOAL-012` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-138,WP08,4,PRD-GOAL-013,FG-GOALS,Working Annual Score reward baseline is +15 per completed goal plus +15 for all three.,Implement the smallest owning-module slice that satisfies: Working Annual Score reward baseline is +15 per completed goal plus +15 for all three.,goals,backend,P0,MVP_IN,WP02;WP06;WP07,Working Annual Score reward baseline is +15 per completed goal plus +15 for all three.,REQT-PRD-GOAL-013,QA-S05,TZ_AI_Tamagotchi_v1.0 (1).docx :: §12.4,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-GOAL-013` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
